need	0.004098
havent	0.004098
they	0.008197
agape	0.004098
fell	0.004098
said	0.004098
lot.	0.004098
for	0.016393
haha	0.004098
though!!	0.004098
already??	0.004098
them?	0.004098
its	0.004098
people	0.004098
guys	0.004098
of	0.016393
hahaha.	0.008197
are	0.004098
awesome	0.004098
colonial	0.004098
she	0.016393
her	0.004098
yikes.	0.004098
these	0.004098
cool	0.004098
lol	0.016393
rude	0.004098
going	0.004098
yes.	0.004098
how	0.008197
or	0.004098
told	0.004098
like	0.020492
hay.	0.004098
not	0.012295
supervisor	0.004098
them	0.004098
will	0.004098
lot	0.004098
love.	0.004098
each	0.004098
some	0.004098
going?	0.004098
go	0.004098
action.	0.004098
we	0.004098
computer	0.004098
yea	0.004098
getting	0.004098
horny	0.004098
nonexistant.	0.004098
pmc-ed	0.004098
kind	0.004098
looking	0.008197
tiring.	0.004098
essays?	0.004098
other.	0.004098
do	0.004098
underage	0.004098
a	0.020492
it's	0.004098
my	0.020492
i	0.020492
either	0.004098
texas??	0.004098
10	0.004098
catty	0.004098
now.	0.004098
what	0.004098
how's	0.004098
today.	0.004098
sorry	0.004098
nothing	0.004098
gang	0.004098
hahahaha.	0.008197
ive	0.004098
coding	0.004098
to	0.016393
asleep	0.004098
else.	0.004098
but	0.008197
send	0.004098
you're	0.004098
all.	0.004098
little	0.004098
cousin	0.004098
on.	0.004098
though	0.004098
been	0.012295
didn't	0.004098
who	0.004098
sorority	0.004098
were	0.008197
tents	0.004098
would	0.004098
parties	0.008197
hows	0.004098
someone	0.004098
there's	0.004098
any	0.004098
banged.	0.004098
action	0.004098
friday.	0.004098
kicked	0.004098
christine	0.008197
me.	0.004098
work	0.004098
cornell	0.004098
together.	0.004098
gotchuuu.	0.004098
goes	0.004098
get	0.008197
tells	0.004098
so	0.004098
consist	0.004098
gone	0.004098
fun	0.004098
much	0.004098
cream	0.004098
and	0.016393
exciting	0.004098
that	0.012295
doing	0.004098
class.	0.004098
gone.	0.004098
day	0.004098
yup.	0.012295
biblical	0.004098
this	0.004098
got	0.008197
friend	0.004098
christian	0.004098
ethics	0.004098
one	0.004098
haha.	0.012295
roommates	0.004098
guy.	0.004098
from	0.008197
pretty	0.004098
was	0.016393
goooood.	0.004098
super	0.004098
dumb	0.004098
girl	0.008197
ice	0.004098
matlab	0.004098
it?	0.004098
all	0.008197
too	0.008197
sounds	0.004098
is	0.016393
with	0.004098
tyler	0.004098
dawayyyyy.	0.004098
your	0.004098
hahahahaha.	0.004098
at	0.004098
engineer	0.004098
still	0.004098
you	0.008197
the	0.012295
in	0.008197
cool.	0.004098
engineers.	0.004098
away	0.004098
tower	0.004098
school	0.004098
innovative.	0.004098
drinking.	0.004098
there	0.004098
an	0.004098
you.	0.004098
yo	0.004098
okay.	0.004098
out	0.004098
